area,distance,first_registration,fuel,price,search,title,url,year
"Nedre Nøttveit 60, 5238 Rådal",40870,2017-11-20,Bensin,279800,Mazda CX-30,"Mazda CX-3 2,0 150hk AWD Optimum Skinn/Bose/Navi/Ryggekamera",https://www.finn.no/car/used/ad.html?finnkode=333340907,2018
6856 Sogndal,36000,2019-11-28,El + Bensin,284147,Mazda CX-30,Mazda CX-30 2.0-179 4WD,https://www.finn.no/car/used/ad.html?finnkode=330428269,2019
"Storrviki 2, 5710 Skulestadmo",34000,2022-05-27,El + Bensin,399000,Mazda CX-30,Mazda CX-30 2.0  M Hybrid Cosmo/4X4/186HK/Automat,https://www.finn.no/car/used/ad.html?finnkode=311613466,2022
"KOKSTADVEGEN 15, 5257 Kokstad",7800,2023-10-12,Elektrisitet,529000,Nissan ARIYA,Nissan Ariya EVOLVE 87kWh e-4ORCE Bose/360'/Pano/Serviceavtale,https://www.finn.no/car/used/ad.html?finnkode=332540293,2023
"Storebotn 3, 5309 Kleppestø",4500,2022-08-04,Elektrisitet,419900,Nissan ARIYA,Nissan Ariya 63KW ADVANCED ACC 360KAMERA LED KEYLESS EL BAKLUKE DAB,https://www.finn.no/car/used/ad.html?finnkode=341090288,2022
5251 Søreidgrend,9600,2023-05-31,Elektrisitet,553868,Nissan ARIYA,"Nissan Ariya e4ORCE Evolve 87, s+v ,h-feste, nappa skinn, 22kw",https://www.finn.no/car/used/ad.html?finnkode=327898386,2023
"Janaflaten 43, 5179 Godvik",13200,2023-02-06,Elektrisitet,398900,Nissan ARIYA,"Nissan Ariya Advance 63kWt Varmepumpe, Propilot, 360-kamera,",https://www.finn.no/car/used/ad.html?finnkode=339321064,2023
"Kokstadveien 22 - 24, 5257 Kokstad",13500,2022-12-29,Elektrisitet,398900,Nissan ARIYA,"Nissan Ariya Advance 63kWt Ryggekamera,Mm",https://www.finn.no/car/used/ad.html?finnkode=336419801,2022
"Kokstadveien 22 - 24, 5257 Kokstad",21000,2022-11-10,Elektrisitet,479900,Nissan ARIYA,"Nissan Ariya Evolve 87kWt HUD/Pano/BOSE/360Kamera,533KM WLTP",https://www.finn.no/car/used/ad.html?finnkode=336318914,2022
"Janaflaten 43, 5179 Godvik",13900,2023-02-06,Elektrisitet,494900,Nissan ARIYA,"Nissan Ariya Evolve 87kWt Bose, Head-up, Panorama, 360-kamera,",https://www.finn.no/car/used/ad.html?finnkode=336441378,2023
5365 Turøy,221377,2006-06-08,Diesel,14845,Passat,Volkswagen Passat EU OK 03/25 PASSAT 1.9-105 D,https://www.finn.no/car/used/ad.html?finnkode=341793427,2006
5414 Stord,78000,2018-05-14,El + Bensin,243147,Passat,"Volkswagen Passat GTE 1,4 TSI 218hk aut WEBASTO/KROK/SKINN/ACC/LED/DAB",https://www.finn.no/car/used/ad.html?finnkode=291231170,2018
5360 Kolltveit,72000,2016-10-04,Bensin,214305,Passat,Volkswagen Passat PASSAT 1.4-156,https://www.finn.no/car/used/ad.html?finnkode=338605320,2016
5039 Bergen,155000,2012-04-13,Diesel,69845,Passat,Volkswagen Passat PASSAT 1.6-105 D,https://www.finn.no/car/used/ad.html?finnkode=340918686,2011
"Fleslandsveien 2, 5258 Blomsterdalen",99100,2017-11-17,El + Bensin,219900,Passat,Volkswagen Passat GTE 1.4 Skinn ACC R.Kamera Keyless Webasto 204 HK,https://www.finn.no/car/used/ad.html?finnkode=340517034,2018
5209 Os,72500,2017-01-11,El + Bensin,199147,Passat,"Volkswagen Passat 1,4 TSI 218hk DSG",https://www.finn.no/car/used/ad.html?finnkode=328441717,2017
5382 Skogsvåg,129800,2017-02-27,El + Bensin,169999,Passat,Volkswagen Passat PASSAT GTE 1.4-156,https://www.finn.no/car/used/ad.html?finnkode=337871339,2017
"Steinavegen 8, 6800 Førde",81000,2017-07-03,El + Bensin,199900,Passat,"Volkswagen Passat 1,4 TSI 218hk DSG",https://www.finn.no/car/used/ad.html?finnkode=338108071,2017
5498 Matre,259046,2008-05-19,Diesel,26845,Passat,"Volkswagen Passat 1,9 TDI BlueMotion",https://www.finn.no/car/used/ad.html?finnkode=336726071,2008
"Steinavegen 8, 6800 Førde",79048,2019-10-30,El + Bensin,289900,Passat,"Volkswagen Passat 1,4 TSI 218hkExclusive aut, Active Info,Krok,El bakluke",https://www.finn.no/car/used/ad.html?finnkode=334653619,2020
"Sanderplassen 1, 6800 Førde",67688,2020-10-27,Elektrisitet,249000,Passat,Volkswagen ID.3 1st fleet 1st fleet Navi|Lys.assistent|ACC|V.pumpe|LED,https://www.finn.no/car/used/ad.html?finnkode=335350325,2021
"Trollhaugmyra 16, 5353 Straume",242000,2012-12-20,Diesel,59000,Passat,"Volkswagen Passat TDI Norsk / Vedlikeholdt 1,6L Diesel EU 09/2025",https://www.finn.no/car/used/ad.html?finnkode=335612404,2013
"Eitrheim, 5750 Odda",35000,2020-12-03,El + Bensin,349000,Passat,Volkswagen Passat fl  gte *,https://www.finn.no/car/used/ad.html?finnkode=331623968,2021
"Stedjevegen 35, 6856 Sogndal",33475,2019-10-30,El + Bensin,319000,Passat,Volkswagen Passat fl  gte *,https://www.finn.no/car/used/ad.html?finnkode=325775505,2020
"Tongane 24, 5590 Etne",38000,2022-06-09,El + Bensin,398500,Passat,Volkswagen Passat FL GTE A 218 HK,https://www.finn.no/car/used/ad.html?finnkode=279446525,2022
"Lønningsflaten 32H, 5258 Blomsterdalen",91000,2015-11-09,Diesel,289000,Passat,"Volkswagen Passat Alltrack 190HK, Panorama, Skinn, Activ-Info, Keyless, DSG, Krok",https://www.finn.no/car/used/ad.html?finnkode=322520424,2016
"Sanderplassen 1, 6800 Førde",76339,2020-01-30,Diesel,299000,Passat,Volkswagen Passat fl 120 tdi dsg bus * LED MATRIX/KAMERA/WEBASTO/H.FESTE,https://www.finn.no/car/used/ad.html?finnkode=329860389,2020
"Stedjevegen 35, 6856 Sogndal",62000,2019-11-13,El + Bensin,325000,Passat,Volkswagen Passat fl  gte intro *,https://www.finn.no/car/used/ad.html?finnkode=329808997,2020
"Sanderplassen 1, 6800 Førde",66712,2018-10-26,El + Bensin,269000,Passat,Volkswagen Passat stv gte SKINN-EL- S/KAMERA/KROK/ISOFIX/NAVI/PARK-ASSIST,https://www.finn.no/car/used/ad.html?finnkode=329926790,2018
"Sanderplassen 1, 6800 Førde",42270,2021-04-30,Diesel,369000,Passat,Volkswagen Passat fl 122 tdi dsg bus KAMERA/NAVI/KROK/LED-MATRIX,https://www.finn.no/car/used/ad.html?finnkode=336548108,2021
"Eitrheim, 5750 Odda",67971,2018-03-15,El + Bensin,269000,Passat,Volkswagen Passat stv gte exclusive,https://www.finn.no/car/used/ad.html?finnkode=336572520,2018
"Midtunhaugen 10, 5224 Nesttun",181055,2011-09-09,Diesel,129000,Passat,Volkswagen Passat 2.0-170HK 4 Hjulstrekk Cruise DSG Automat DAB Krok ++++,https://www.finn.no/car/used/ad.html?finnkode=337439564,2011
5993 Ostereidet,269800,2008-06-17,Diesel,19127,Passat,Volkswagen Passat PASSAT 2.0-140 D 4MOTION,https://www.finn.no/car/used/ad.html?finnkode=327678481,2008
5163 Laksevåg,103000,2016-03-31,Diesel,224305,Passat,Volkswagen Passat PASSAT 2.0-150 D,https://www.finn.no/car/used/ad.html?finnkode=338240492,2016
"Lønningsflaten 32H, 5258 Blomsterdalen",86634,2016-07-01,El + Bensin,185000,Passat,Volkswagen Passat GTE/ R.Kam/ ACC/ Massasje,https://www.finn.no/car/used/ad.html?finnkode=339038290,2016
6810 Førde,66500,2020-01-30,Diesel,276129,Passat,"Volkswagen Passat 1,6 TDI 120hk Businessline aut",https://www.finn.no/car/used/ad.html?finnkode=339238955,2020
"Galteråsen 15a, 5916 Isdalstø",93775,2016-12-12,El + Bensin,169000,Passat,Volkswagen Golf GTE/204HK/NORSK/APPLE CARPLAY/ADAPTIV CRUISE/S+V,https://www.finn.no/car/used/ad.html?finnkode=339938443,2017
"Ulsmågvegen 24, 5224 Nesttun",193200,2014-02-07,Diesel,139000,Passat,Volkswagen Passat Alltrack 2.0TDI 140HK 4Motion Navi Webasto Krok PDC DAB+ EU10.24,https://www.finn.no/car/used/ad.html?finnkode=339939928,2014
5179 Godvik,191000,2009-07-24,Diesel,30845,Passat,Volkswagen Passat PASSAT 2.0-110 D,https://www.finn.no/car/used/ad.html?finnkode=339298751,2010
5109 Hylkje,242738,2007-08-23,Diesel,28845,Passat,Volkswagen Passat PASSAT 1.9-105 D,https://www.finn.no/car/used/ad.html?finnkode=340569247,2008
"Dalavegen 1, 6856 Sogndal",93800,2016-10-20,El + Bensin,219000,Passat,Volkswagen Passat GTE EXCLUSIVE-ACTIVE INFO-PANO-HFESTE-WEBASTO-DYNAUDIO,https://www.finn.no/car/used/ad.html?finnkode=340654022,2017
"Råtræet 11, 5239 Rådal",149000,2017-11-08,El + Bensin,189600,Passat,Volkswagen Passat Skinn. V.Cockpit. Webasto. H-feste. Panorama. Garanti,https://www.finn.no/car/used/ad.html?finnkode=340701507,2018
"Rådal, 5239 Rådal",156000,2018-11-22,Diesel,164800,Passat,"Volkswagen Golf Flott bil, 1 eier, Aut gir, ACC, Navi, Garanti",https://www.finn.no/car/used/ad.html?finnkode=340852187,2019
"Bergen, 5010 Bergen",123000,2016-10-11,El + Bensin,199000,Passat,"Volkswagen Passat EXCLUSIVE/GTE-HYBRID/1,4TSI/272HK/DSG/SKINN/EL.KROK/ACC",https://www.finn.no/car/used/ad.html?finnkode=341021524,2017
"Bergen, 5010 Bergen",110000,2017-06-19,Diesel,239000,Passat,"Volkswagen Passat EXCLUSIVE/R-LINE/2,0TDI/150HK/DSG/SKINN/ACC/ELKROK/RKAM",https://www.finn.no/car/used/ad.html?finnkode=341025735,2017
"Kokstadveien 29, 5257 Kokstad",45600,2020-11-17,Diesel,429900,Passat,"Volkswagen Passat 2,0 TDI 190hk R-Line 4MOTION aut Matrix, P.varmer, Krok",https://www.finn.no/car/used/ad.html?finnkode=341122369,2021
"Øyrane 1, 6800 Førde",58029,2019-12-19,El + Bensin,289000,Passat,Volkswagen Passat GTE 1.4 TSI Exclusive 218 hk |Skinn|Ryggekamera|ACC|,https://www.finn.no/car/used/ad.html?finnkode=341142318,2020
5953 Fonnes,208988,2007-12-12,Diesel,11845,Passat,"Volkswagen Passat 2,0 CR TDI Sportline",https://www.finn.no/car/used/ad.html?finnkode=341399036,2008
"RIKSVEIEN, 5783 Eidfjord",900,2022-12-19,Elektrisitet,589000,Skoda Enyaq,Skoda Enyaq Coupe RS IV RS SUITE COUPE 4X4 ( NY I NORGE /  VELUTSTYRT ),https://www.finn.no/car/used/ad.html?finnkode=341693506,2023
5363 Ågotnes,31500,2021-12-17,Elektrisitet,470000,Skoda Enyaq,Skoda Enyaq 80X-ACC-Navi-Matrix-Head up-Kamera-Keyless-Krok,https://www.finn.no/car/used/ad.html?finnkode=340868233,2022
5363 Ågotnes,51000,2022-06-28,Elektrisitet,366000,Skoda Enyaq,Skoda Enyaq ENYAQ 109KW,https://www.finn.no/car/used/ad.html?finnkode=340129810,2022
"Trollhaugmyra 16, 5353 Straume",11500,2023-04-19,Elektrisitet,569000,Skoda Enyaq,Skoda Enyaq COUPÉ RS SUITE| 82KW|KROK|FULLSPEKKET Norsk,https://www.finn.no/car/used/ad.html?finnkode=340940299,2023
5183 Olsvik,14000,2023-05-23,Elektrisitet,567129,Skoda Enyaq,Skoda Enyaq Coupe RS ENYAQ COUPÉ RS 80KW,https://www.finn.no/car/used/ad.html?finnkode=336097443,2023
"Storebotn 3, 5309 Kleppestø",47000,2021-07-01,Elektrisitet,419900,Skoda Enyaq,Skoda Enyaq IV80 KROK EL LUKE ACC KEYLESS DELSKINN KAMERA NORSK,https://www.finn.no/car/used/ad.html?finnkode=341087546,2021
"Kokstadflaten 29, 5257 Kokstad",4400,2021-10-12,Elektrisitet,519000,Skoda Enyaq,"Skoda Enyaq iv80X Sportline/HUD/Panorama/Crystal Face/21""felger/ACC",https://www.finn.no/car/used/ad.html?finnkode=341122323,2022
"Sanderplassen 1, 6800 Førde",4350,2023-08-25,Elektrisitet,589000,Skoda Enyaq,Skoda Enyaq Coupe RS vrs iv NAVI/KROK/PANORAMA-TAK/CANTON LYDANLEGG/HEAD-UP/,https://www.finn.no/car/used/ad.html?finnkode=341118755,2023
"Kokstadveien 29, 5257 Kokstad",1000,2023-09-04,Elektrisitet,544900,Skoda Enyaq,"Skoda Enyaq Coupe RS iV Canton, Skinn, Pano, HUD, Krok, Matrix, ACC",https://www.finn.no/car/used/ad.html?finnkode=341149813,2023
5114 Tertnes,39000,2022-04-21,Elektrisitet,487129,Skoda Enyaq,Skoda Enyaq iV80X,https://www.finn.no/car/used/ad.html?finnkode=338976777,2022
"Janaflaten 43, 5179 Godvik",33416,2022-06-13,Elektrisitet,388900,Skoda Enyaq,"Skoda Enyaq iV60 Norsk bil, Fint holdt av 1 eier!",https://www.finn.no/car/used/ad.html?finnkode=336775752,2022
"Kokstadflaten 19B, 5257 Kokstad",36000,2021-06-30,Elektrisitet,399900,Skoda Enyaq,Skoda Enyaq iV80 Norsk/Delskinn Elsete/ACC/Krok/Kamera/Elbakluke/21,https://www.finn.no/car/used/ad.html?finnkode=337252765,2021
"RIKSVEIEN, 5783 Eidfjord",600,2022-10-10,Elektrisitet,649000,Skoda Enyaq,Skoda Enyaq Coupe RS IV RS COUPE SUITE 4X4 ( GOD INNBYTTEPRIS ),https://www.finn.no/car/used/ad.html?finnkode=333294957,2022
5956 Hundvin,100,2023-10-20,Elektrisitet,519768,Skoda Enyaq,Skoda Enyaq iV80X,https://www.finn.no/car/used/ad.html?finnkode=329944301,2023
"Straumeveien 20, 5152 Bønes",15900,2022-12-22,Elektrisitet,539800,Skoda Enyaq,Skoda Enyaq Coupe RS Norsk/Skinn/Krok/Navi/Pano/Matrix/HUD/ACC/Kam/21+19,https://www.finn.no/car/used/ad.html?finnkode=312132319,2023
"Tjernveien 17, 5232 Paradis",32000,2021-10-12,Elektrisitet,440000,Skoda Enyaq,Skoda Enyaq IV80 ACC Krok Matrix Kamera Utvidet Garanti Norsk,https://www.finn.no/car/used/ad.html?finnkode=323780274,2022
"Tjernveien 17, 5232 Paradis",16000,2022-06-03,Elektrisitet,550000,Skoda Enyaq,Skoda Enyaq 80X Sportline 313hk Matrix Krok ACC Garanti Norsk,https://www.finn.no/car/used/ad.html?finnkode=330646810,2022
5239 Rådal,25100,2021-06-24,Elektrisitet,424868,Skoda Enyaq,"Skoda Enyaq iV80, HUD, Pano, Matrix, 360kam, ACC, Hfeste, Norsk",https://www.finn.no/car/used/ad.html?finnkode=295573212,2021
5260 Indre Arna,12900,2022-12-22,Elektrisitet,549900,Skoda Enyaq,Skoda Enyaq Coupe RS 80X,https://www.finn.no/car/used/ad.html?finnkode=324042326,2023
"Galteråsen 15a, 5916 Isdalstø",30000,2021-07-01,Elektrisitet,409000,Skoda Enyaq,Skoda Enyaq LAVKM/HENGERFESTE/ADAPTIVCRUISEKONTROLL+++,https://www.finn.no/car/used/ad.html?finnkode=338096775,2021
"Kokstadveien 29, 5257 Kokstad",16000,2023-04-11,Elektrisitet,489900,Skoda Enyaq,"Skoda Enyaq iv 80 HUD, 360kam, Skinn, Pano, Krok, Matrix, 20""",https://www.finn.no/car/used/ad.html?finnkode=339421850,2023
"Kokstadveien 29, 5257 Kokstad",8909,2022-12-16,Elektrisitet,529900,Skoda Enyaq,"Skoda Enyaq Coupe RS iV 360kam,Canton,DCC,Pano,Matrix,HUD,21""",https://www.finn.no/car/used/ad.html?finnkode=339511544,2023
"Galteråsen 15a, 5916 Isdalstø",61000,2021-09-29,Elektrisitet,429000,Skoda Enyaq,"Skoda Enyaq Led Matrix,Sportseter,Alcantara,App,Carplay,App,360",https://www.finn.no/car/used/ad.html?finnkode=340017960,2021
"Kokstadflaten 19B, 5257 Kokstad",36500,2021-06-24,Elektrisitet,359900,Skoda Enyaq,Skoda Enyaq iv60 Matrix/Delskinn/ACC/EL-Sete/Keyless/Krok/S+V,https://www.finn.no/car/used/ad.html?finnkode=340304679,2021
"Kokstadflaten 29, 5257 Kokstad",39800,2022-01-05,Elektrisitet,519000,Skoda Enyaq,Skoda Enyaq 80IVX Founders Edition/Crystal-face/Pano/Head up/H.fest,https://www.finn.no/car/used/ad.html?finnkode=340317068,2022
"Galteråsen 15a, 5916 Isdalstø",8100,2022-12-22,Elektrisitet,559000,Skoda Enyaq,"Skoda Enyaq Coupe RS RS, HUD, Crystal Face, Adaptivt Understell, Canton",https://www.finn.no/car/used/ad.html?finnkode=340773908,2023
"Straumeveien 20, 5152 Bønes",111900,2022-12-19,Elektrisitet,419800,Skoda Enyaq,Skoda Enyaq 80X Sportline/Norsk/Krok/Navi/ACC/20'/Matrix/Lekke,https://www.finn.no/car/used/ad.html?finnkode=341458201,2022
"Kokstadflaten 19B, 5257 Kokstad",58200,2019-05-10,Diesel,239900,Skoda Octavia,Skoda Octavia 2.0 TDI 150HK DSG/Style/LED/ACC/Ryggekamera/Norsk/S+V,https://www.finn.no/car/used/ad.html?finnkode=341000516,2019
"Janaflaten 47, 5179 Godvik",122118,2016-11-30,Diesel,219000,Skoda Octavia,"Skoda Octavia Scout 2,0 TDI 150hk 4x4 OUTLET/4X4/DAB/NAVI/R.KAM/CANTON",https://www.finn.no/car/used/ad.html?finnkode=340431913,2017
5146 Fyllingsdalen,208000,2008-06-05,Diesel,36845,Skoda Octavia,Skoda Octavia OCTAVIA 1.9-105 D,https://www.finn.no/car/used/ad.html?finnkode=339956336,2008
5259 Hjellestad,128192,2014-04-04,Diesel,84305,Skoda Octavia,Skoda Octavia OCTAVIA 1.6-105 D,https://www.finn.no/car/used/ad.html?finnkode=334804350,2014
6973 Sande i Sunnfjord,278477,2009-04-16,Diesel,33000,Skoda Octavia,Skoda Octavia OCTAVIA 1.9-105 D EU 06.2025,https://www.finn.no/car/used/ad.html?finnkode=337688187,2009
"Lønningshaugen 15, 5258 Blomsterdalen",98700,2013-11-27,Diesel,159900,Skoda Octavia,"Skoda Octavia 1,6-105HK/AUT/CRUISE/NAVIGASJON/DAB+/KROK/NORSK/1 EIER",https://www.finn.no/car/used/ad.html?finnkode=335659136,2014
"Tongane 24, 5590 Etne",67000,2015-10-14,Bensin,158500,Skoda Octavia,"Skoda Octavia 1,8 TSI 180 HK Laurin & Klement",https://www.finn.no/car/used/ad.html?finnkode=234550028,2015
"Mjåtveitflaten 1A, 5918 Frekhaug",63540,2017-10-12,Diesel,219000,Skoda Octavia,Skoda Octavia 1.6 TDI 116hk ACC/Krok/Webasto/Canton/DAB+/DSG/Kamera,https://www.finn.no/car/used/ad.html?finnkode=320848741,2018
"Lønningshaugen 15, 5258 Blomsterdalen",99000,2016-09-28,Bensin,249900,Skoda Octavia,"Skoda Octavia 1,8-180HK/4x4/AUT/LAURIN&KLEMENT/CANTON/NAVI/KAM/NORSK",https://www.finn.no/car/used/ad.html?finnkode=326019976,2017
5363 Ågotnes,174800,2014-08-22,Diesel,129147,Skoda Octavia,"Skoda Octavia OCTAVIA 2.0-150 D 4X4, Xenon, Hengerfeste, Ny EU",https://www.finn.no/car/used/ad.html?finnkode=328779200,2014
5174 Mathopen,152000,2015-04-09,Bensin,159147,Skoda Octavia,Skoda Octavia RS OCTAVIA RS 2.0-220,https://www.finn.no/car/used/ad.html?finnkode=327609873,2015
5598 Fjæra,159000,2016-01-08,Bensin,174305,Skoda Octavia,Skoda Octavia OCTAVIA 1.8-179 4X4,https://www.finn.no/car/used/ad.html?finnkode=336961089,2016
"Lønningshaugen 15, 5258 Blomsterdalen",95000,2014-12-29,Diesel,259900,Skoda Octavia,"Skoda Octavia Scout 2,0-184HK/AUT/4x4/ACC/WEBASTO/NAVI/KAMERA/KROK/NORSK",https://www.finn.no/car/used/ad.html?finnkode=338429175,2015
"SOLHEIMSVEGEN 4, 5462 Herøysundet",221836,2011-10-04,Diesel,99900,Skoda Octavia,"Skoda Octavia 2,0TDI.MANUELL .140HK. 4X4. TILHENGERFESTE+",https://www.finn.no/car/used/ad.html?finnkode=338636010,2012
"Hardangervegen 27, 5705 Voss",68805,2019-11-28,Diesel,309000,Skoda Octavia,Skoda Octavia Oct3fl stv sty d184 dsg4x4kamp,https://www.finn.no/car/used/ad.html?finnkode=339528780,2020
"Kokstadveien 29, 5257 Kokstad",61345,2019-08-27,Diesel,279900,Skoda Octavia,"Skoda Octavia 2,0 TDI 150hk Style 4x4 aut P.varme, Keyless, Krok, ACC",https://www.finn.no/car/used/ad.html?finnkode=339537074,2019
"Kokstadveien 29, 5257 Kokstad",105800,2021-03-26,Diesel,309900,Skoda Octavia,"Skoda Octavia 2,0 TDI 150hk 4x4 Style Park.sens,Keyless,Krok,ACC",https://www.finn.no/car/used/ad.html?finnkode=339542343,2021
"Råtun 47, 5239 Rådal",202200,2009-10-22,Diesel,79900,Skoda Octavia,Skoda Octavia RS 2.0 TDI 170 HK DSG XENON KROK CRUISE EU-OK TIL NOV.2025,https://www.finn.no/car/used/ad.html?finnkode=340030100,2010
"Lønningshaugen 15, 5258 Blomsterdalen",101000,2017-03-20,Bensin,229900,Skoda Octavia,"Skoda Octavia 1,8-180HK/AUT/L&K/ACC/NAV/CANTON/KAM/WEBASTO/KROK/NORSK",https://www.finn.no/car/used/ad.html?finnkode=340090528,2018
